Make it json ready  so that Cursor can process in a single chat window
OBJECTID	ID_0	ISO	NAME_0	ID_1	NAME_1	ID_2	NAME_2	ID_3	NAME_3	CCN_3	CCA_3	TYPE_3	ENGTYPE_3	NL_NAME_3	VARNAME_3	ORIG_FID	Latitude_N	Longitude_E 
1283	105	IND	India	20	Maharashtra	364	Palghar	1283	Dahanu	0	 	Taluk	Taluk	 	 	1282	19.97766229	72.88829048
1284	105	IND	India	20	Maharashtra	364	Palghar	1284	Jawhar	0	 	Taluk	Taluk	 	 	1283	19.86341949	73.16903876
1285	105	IND	India	20	Maharashtra	364	Palghar	1285	Mokhada	0	 	Taluk	Taluk	 	Mokhada mahal	1284	19.85548324	73.38339969
1286	105	IND	India	20	Maharashtra	364	Palghar	1286	n.a. ( 1482)	0	 	Taluk	Taluk	 	 	1285	20.0254075	73.18807876
1287	105	IND	India	20	Maharashtra	364	Palghar	1287	Palghar	0	 	Taluk	Taluk	 	 	1286	19.69726346	72.84201655
1288	105	IND	India	20	Maharashtra	364	Palghar	1288	Talasri	0	 	Taluk	Taluk	 	 	1287	20.14167819	72.89843333
1289	105	IND	India	20	Maharashtra	364	Palghar	1289	Vada	0	 	Taluk	Taluk	 	 	1288	19.64085936	73.14015053
1290	105	IND	India	20	Maharashtra	364	Palghar	1290	Vasai	0	 	Taluk	Taluk	 	 	1289	19.42498235	72.89001741
1291	105	IND	India	20	Maharashtra	365	Parbhani	1291	Gangakher	0	 	Taluk	Taluk	 	 	1290	18.89861042	76.77168655
1292	105	IND	India	20	Maharashtra	365	Parbhani	1292	Jintur	0	 	Taluk	Taluk	 	 	1291	19.60734716	76.69424113
1293	105	IND	India	20	Maharashtra	365	Parbhani	1293	Parbhani	0	 	Taluk	Taluk	 	 	1292	19.2330124	76.80703059
1294	105	IND	India	20	Maharashtra	365	Parbhani	1294	Pathri	0	 	Taluk	Taluk	 	 	1293	19.31954762	76.45544413
1295	105	IND	India	20	Maharashtra	366	Pune	1295	Baramati	0	 	Taluk	Taluk	 	 	1294	18.20233125	74.46603454
1296	105	IND	India	20	Maharashtra	366	Pune	1296	Bhor	0	 	Taluk	Taluk	 	 	1295	18.16270166	73.80650544
1297	105	IND	India	20	Maharashtra	366	Pune	1297	Daund	0	 	Taluk	Taluk	 	 	1296	18.45112144	74.46122334
1298	105	IND	India	20	Maharashtra	366	Pune	1298	Ghod	0	 	Taluk	Taluk	 	Ambegaon	1297	19.04619325	73.86346721
1299	105	IND	India	20	Maharashtra	366	Pune	1299	Indapur	0	 	Taluk	Taluk	 	 	1298	18.11422069	74.89646676
1300	105	IND	India	20	Maharashtra	366	Pune	1300	Junnar	0	 	Taluk	Taluk	 	 	1299	19.20600981	73.9656454
1301	105	IND	India	20	Maharashtra	366	Pune	1301	n.a. ( 1612)	0	 	Taluk	Taluk	 	 	1300	18.53981092	74.00963211
1302	105	IND	India	20	Maharashtra	366	Pune	1302	Paud	0	 	Taluk	Taluk	 	Mulshi	1301	18.51848325	73.55849659
1303	105	IND	India	20	Maharashtra	366	Pune	1303	Rajgurunagar	0	 	Taluk	Taluk	 	Khed	1302	18.86906226	73.8102337
1304	105	IND	India	20	Maharashtra	366	Pune	1304	Sasvad	0	 	Taluk	Taluk	 	Purandhar	1303	18.29253835	74.11249258
1305	105	IND	India	20	Maharashtra	366	Pune	1305	Shirur	0	 	Taluk	Taluk	 	 	1304	18.74263479	74.26403083
1306	105	IND	India	20	Maharashtra	366	Pune	1306	Wadgaon	0	 	Taluk	Taluk	 	Maval	1305	18.76569456	73.55589368
1307	105	IND	India	20	Maharashtra	367	Raigarh	1307	Alibag	0	 	Taluk	Taluk	 	 	1306	18.65052697	72.968586
1308	105	IND	India	20	Maharashtra	367	Raigarh	1308	Khalapur	0	 	Taluk	Taluk	 	 	1307	18.83650807	73.28446279
1309	105	IND	India	20	Maharashtra	367	Raigarh	1309	Mahad	0	 	Taluk	Taluk	 	 	1308	18.11593117	73.46237793
1310	105	IND	India	20	Maharashtra	367	Raigarh	1310	Mangaon	0	 	Taluk	Taluk	 	 	1309	18.27297675	73.26928599
1311	105	IND	India	20	Maharashtra	367	Raigarh	1311	Mhasla	0	 	Taluk	Taluk	 	 	1310	18.10808561	73.15459061
1312	105	IND	India	20	Maharashtra	367	Raigarh	1312	n.a. ( 1572)	0	 	Taluk	Taluk	 	Gangdhar	1311	19.00323056	73.40910133
1313	105	IND	India	20	Maharashtra	367	Raigarh	1313	n.a. ( 1575)	0	 	Taluk	Taluk	 	 	1312	18.98322214	73.14729624
1314	105	IND	India	20	Maharashtra	367	Raigarh	1314	n.a. ( 1586)	0	 	Taluk	Taluk	 	 	1313	19.0033293	73.07059942
1315	105	IND	India	20	Maharashtra	367	Raigarh	1315	n.a. ( 1589)	0	 	Taluk	Taluk	 	 	1314	18.99667228	73.02732502
1316	105	IND	India	20	Maharashtra	367	Raigarh	1316	n.a. ( 1593)	0	 	Taluk	Taluk	 	 	1315	18.87162059	73.01018639
1317	105	IND	India	20	Maharashtra	367	Raigarh	1317	n.a. ( 1598)	0	 	Taluk	Taluk	 	 	1316	18.84799512	72.98106384
1318	105	IND	India	20	Maharashtra	367	Raigarh	1318	n.a. ( 1599)	0	 	Taluk	Taluk	 	 	1317	18.8469518	72.98073832
1319	105	IND	India	20	Maharashtra	367	Raigarh	1319	n.a. ( 1634)	0	 	Taluk	Taluk	 	 	1318	18.36157088	72.97472382
1320	105	IND	India	20	Maharashtra	367	Raigarh	1320	n.a. ( 1656)	0	 	Taluk	Taluk	 	 	1319	18.29974912	72.96480037
1321	105	IND	India	20	Maharashtra	367	Raigarh	1321	n.a. ( 1657)	0	 	Taluk	Taluk	 	 	1320	18.10946415	73.0354078
1322	105	IND	India	20	Maharashtra	367	Raigarh	1322	n.a. ( 1681)	0	 	Taluk	Taluk	 	 	1321	18.05101352	73.03766434
1323	105	IND	India	20	Maharashtra	367	Raigarh	1323	Pali	0	 	Taluk	Taluk	 	Sundargarh	1322	18.5855853	73.29189667
1324	105	IND	India	20	Maharashtra	367	Raigarh	1324	Pen	0	 	Taluk	Taluk	 	 	1323	18.71517507	73.13004504
1325	105	IND	India	20	Maharashtra	367	Raigarh	1325	Poladpur	0	 	Taluk	Taluk	 	 	1324	17.96834275	73.53637348
1326	105	IND	India	20	Maharashtra	367	Raigarh	1326	Roha	0	 	Taluk	Taluk	 	 	1325	18.44506654	73.14936743
1327	105	IND	India	20	Maharashtra	368	Ratnagiri	1327	Chiplun	0	 	Taluk	Taluk	 	 	1326	17.44774984	73.5399157
1328	105	IND	India	20	Maharashtra	368	Ratnagiri	1328	Dapoli	0	 	Taluk	Taluk	 	 	1327	17.75951247	73.22598353
1329	105	IND	India	20	Maharashtra	368	Ratnagiri	1329	Devrukh	0	 	Taluk	Taluk	 	Sangameshwar	1328	17.12139363	73.61961415
1330	105	IND	India	20	Maharashtra	368	Ratnagiri	1330	Guhagar	0	 	Taluk	Taluk	 	 	1329	17.42272715	73.28664349
1331	105	IND	India	20	Maharashtra	368	Ratnagiri	1331	Khed	0	 	Taluk	Taluk	 	 	1330	17.71218608	73.49230993
1332	105	IND	India	20	Maharashtra	368	Ratnagiri	1332	Lanja	0	 	Taluk	Taluk	 	 	1331	16.84924821	73.58189688
1333	105	IND	India	20	Maharashtra	368	Ratnagiri	1333	Mandangarh	0	 	Taluk	Taluk	 	 	1332	17.97204757	73.22962685
1334	105	IND	India	20	Maharashtra	368	Ratnagiri	1334	Rajapur	0	 	Taluk	Taluk	 	 	1333	16.6585519	73.55245949
1335	105	IND	India	20	Maharashtra	368	Ratnagiri	1335	Ratnagiri	0	 	Taluk	Taluk	 	 	1334	16.99027889	73.37520218
1336	105	IND	India	20	Maharashtra	369	Sangli	1336	Atpadi	0	 	Taluk	Taluk	 	 	1335	17.37235705	74.86721802
1337	105	IND	India	20	Maharashtra	369	Sangli	1337	Islampur	0	 	Taluk	Taluk	 	Valva	1336	17.0074238	74.29452195
1338	105	IND	India	20	Maharashtra	369	Sangli	1338	Jath	0	 	Taluk	Taluk	 	 	1337	17.08356772	75.33757592
1339	105	IND	India	20	Maharashtra	369	Sangli	1339	Kavathe Mahankal	0	 	Taluk	Taluk	 	 	1338	17.0387326	74.91255536
1340	105	IND	India	20	Maharashtra	369	Sangli	1340	Sangli	0	 	Taluk	Taluk	 	Miraj	1339	16.85657084	74.69919576
1341	105	IND	India	20	Maharashtra	369	Sangli	1341	Shirala	0	 	Taluk	Taluk	 	 	1340	17.07155822	73.99228549
1342	105	IND	India	20	Maharashtra	369	Sangli	1342	Tasgaon	0	 	Taluk	Taluk	 	 	1341	17.05903198	74.58791351
1343	105	IND	India	20	Maharashtra	369	Sangli	1343	Vite	0	 	Taluk	Taluk	 	Khanapur	1342	17.28278568	74.51248519
1344	105	IND	India	20	Maharashtra	370	Satara	1344	Dahivadi	0	 	Taluk	Taluk	 	Man	1343	17.67936614	74.65879267
1345	105	IND	India	20	Maharashtra	370	Satara	1345	Karad	0	 	Taluk	Taluk	 	 	1344	17.29851485	74.14649392
1346	105	IND	India	20	Maharashtra	370	Satara	1346	Koregaon	0	 	Taluk	Taluk	 	 	1345	17.73845691	74.17369381
1347	105	IND	India	20	Maharashtra	370	Satara	1347	Mahabaleshwar	0	 	Taluk	Taluk	 	 	1346	17.89686756	73.62944603
1348	105	IND	India	20	Maharashtra	370	Satara	1348	Medha	0	 	Taluk	Taluk	 	Javli	1347	17.76056029	73.77197187
1349	105	IND	India	20	Maharashtra	370	Satara	1349	Patan	0	 	Taluk	Taluk	 	 	1348	17.3654417	73.88124378
1350	105	IND	India	20	Maharashtra	370	Satara	1350	Phaltan	0	 	Taluk	Taluk	 	 	1349	17.96438997	74.4213956
1351	105	IND	India	20	Maharashtra	370	Satara	1351	Satara	0	 	Taluk	Taluk	 	 	1350	17.64604287	73.99795068
1352	105	IND	India	20	Maharashtra	370	Satara	1352	Shirwal	0	 	Taluk	Taluk	 	Khandala	1351	18.07004605	74.04868109
1353	105	IND	India	20	Maharashtra	370	Satara	1353	Vaduj	0	 	Taluk	Taluk	 	Khatao	1352	17.52548831	74.4669075
1354	105	IND	India	20	Maharashtra	370	Satara	1354	Wai	0	 	Taluk	Taluk	 	 	1353	17.95039292	73.88084301
1355	105	IND	India	20	Maharashtra	371	Sindhudurg	1355	Devgarh	0	 	Taluk	Taluk	 	 	1354	16.39496224	73.4999843
1356	105	IND	India	20	Maharashtra	371	Sindhudurg	1356	Kankauli	0	 	Taluk	Taluk	 	Kankauli mahal	1355	16.32879427	73.75666431
1357	105	IND	India	20	Maharashtra	371	Sindhudurg	1357	Kudal	0	 	Taluk	Taluk	 	Oros budrukh	1356	16.05585567	73.78146095
1358	105	IND	India	20	Maharashtra	371	Sindhudurg	1358	Malvan	0	 	Taluk	Taluk	 	 	1357	16.14278578	73.56874217
1359	105	IND	India	20	Maharashtra	371	Sindhudurg	1359	Savantvadi	0	 	Taluk	Taluk	 	 	1358	15.83274781	73.95655014
1360	105	IND	India	20	Maharashtra	371	Sindhudurg	1360	Vaibhavwadi	0	 	Taluk	Taluk	 	 	1359	16.52584472	73.78402205
1361	105	IND	India	20	Maharashtra	371	Sindhudurg	1361	Vengurla	0	 	Taluk	Taluk	 	 	1360	15.8811573	73.64856246
1362	105	IND	India	20	Maharashtra	372	Solapur	1362	Akalkot	0	 	Taluk	Taluk	 	 	1361	17.49694601	76.19259706
1363	105	IND	India	20	Maharashtra	372	Solapur	1363	Barsi	0	 	Taluk	Taluk	 	 	1362	18.17046535	75.78693716
1364	105	IND	India	20	Maharashtra	372	Solapur	1364	Karmal	0	 	Taluk	Taluk	 	 	1363	18.31584964	75.15326062
1365	105	IND	India	20	Maharashtra	372	Solapur	1365	Madha	0	 	Taluk	Taluk	 	 	1364	18.03741907	75.3847067
1366	105	IND	India	20	Maharashtra	372	Solapur	1366	Malsiras	0	 	Taluk	Taluk	 	 	1365	17.82526716	74.92404762
1367	105	IND	India	20	Maharashtra	372	Solapur	1367	Mangalwedha	0	 	Taluk	Taluk	 	 	1366	17.41457932	75.46300829
1368	105	IND	India	20	Maharashtra	372	Solapur	1368	Mohol	0	 	Taluk	Taluk	 	 	1367	17.77449177	75.61597305
1369	105	IND	India	20	Maharashtra	372	Solapur	1369	n.a. ( 1703)	0	 	Taluk	Taluk	 	 	1368	17.61216975	76.03927422
1370	105	IND	India	20	Maharashtra	372	Solapur	1370	Pandharpur	0	 	Taluk	Taluk	 	 	1369	17.70673703	75.31737595
1371	105	IND	India	20	Maharashtra	372	Solapur	1371	Sangole	0	 	Taluk	Taluk	 	 	1370	17.39177155	75.12781212
1372	105	IND	India	20	Maharashtra	372	Solapur	1372	Solapur	0	 	Taluk	Taluk	 	North solapur	1371	17.71867564	75.85412598
1373	105	IND	India	20	Maharashtra	373	Thane	1373	Bhiwandi	0	 	Taluk	Taluk	 	 	1372	19.37046368	73.10086628
1374	105	IND	India	20	Maharashtra	373	Thane	1374	Kalyan	0	 	Taluk	Taluk	 	 	1373	19.26697552	73.2174133
1375	105	IND	India	20	Maharashtra	373	Thane	1375	Murbad	0	 	Taluk	Taluk	 	 	1374	19.23178322	73.42878723
1376	105	IND	India	20	Maharashtra	373	Thane	1376	n.a. ( 1549)	0	 	Taluk	Taluk	 	 	1375	19.28574628	72.83919531
1377	105	IND	India	20	Maharashtra	373	Thane	1377	n.a. ( 1551)	0	 	Taluk	Taluk	 	 	1376	19.28179964	72.80179766
1378	105	IND	India	20	Maharashtra	373	Thane	1378	Shahapur	0	 	Taluk	Taluk	 	 	1377	19.50824899	73.43768954
1379	105	IND	India	20	Maharashtra	373	Thane	1379	Thane	0	 	Taluk	Taluk	 	 	1378	19.1620793	73.00066435
1380	105	IND	India	20	Maharashtra	373	Thane	1380	Ulhasnagar	0	 	Taluk	Taluk	 	 	1379	19.13123054	73.25655746
1381	105	IND	India	20	Maharashtra	374	Wardha	1381	Arvi	0	 	Taluk	Taluk	 	 	1380	20.946747	78.34654037
1382	105	IND	India	20	Maharashtra	374	Wardha	1382	Ashti	0	 	Taluk	Taluk	 	 	1381	21.22915696	78.18391061
1383	105	IND	India	20	Maharashtra	374	Wardha	1383	Deoli	0	 	Taluk	Taluk	 	 	1382	20.61031908	78.42210479
1384	105	IND	India	20	Maharashtra	374	Wardha	1384	Hinganghat	0	 	Taluk	Taluk	 	 	1383	20.48327931	78.74915221
1385	105	IND	India	20	Maharashtra	374	Wardha	1385	Karanja	0	 	Taluk	Taluk	 	 	1384	21.12831559	78.42448045
1386	105	IND	India	20	Maharashtra	374	Wardha	1386	Samudrapur	0	 	Taluk	Taluk	 	 	1385	20.60856772	79.00235812
1387	105	IND	India	20	Maharashtra	374	Wardha	1387	Selu	0	 	Taluk	Taluk	 	 	1386	20.8612969	78.70868384
1388	105	IND	India	20	Maharashtra	374	Wardha	1388	Wardha	0	 	Taluk	Taluk	 	 	1387	20.71591469	78.57712787
1389	105	IND	India	20	Maharashtra	375	Washim	1389	Karanja	0	 	Taluk	Taluk	 	 	1388	20.55923123	77.51710967
1390	105	IND	India	20	Maharashtra	375	Washim	1390	Malegaon	0	 	Taluk	Taluk	 	 	1389	20.28780532	77.0339241
1391	105	IND	India	20	Maharashtra	375	Washim	1391	Mangrul Pir	0	 	Taluk	Taluk	 	Mangrul	1390	20.29734058	77.32861524
1392	105	IND	India	20	Maharashtra	375	Washim	1392	Manora	0	 	Taluk	Taluk	 	 	1391	20.21205621	77.53110487
1393	105	IND	India	20	Maharashtra	375	Washim	1393	Risod	0	 	Taluk	Taluk	 	 	1392	20.03762269	76.79822797
1394	105	IND	India	20	Maharashtra	375	Washim	1394	Washim	0	 	Taluk	Taluk	 	 	1393	20.07195041	77.18711554
1395	105	IND	India	20	Maharashtra	376	Yavatmal	1395	Babulgaon	0	 	Taluk	Taluk	 	 	1394	20.56683538	78.12967579
1396	105	IND	India	20	Maharashtra	376	Yavatmal	1396	Darwha	0	 	Taluk	Taluk	 	 	1395	20.32535268	77.72718773
1397	105	IND	India	20	Maharashtra	376	Yavatmal	1397	Digras	0	 	Taluk	Taluk	 	 	1396	20.07938663	77.86550222
1398	105	IND	India	20	Maharashtra	376	Yavatmal	1398	Ghatanji	0	 	Taluk	Taluk	 	 	1397	20.0309138	78.25590732
1399	105	IND	India	20	Maharashtra	376	Yavatmal	1399	Kalam	0	 	Taluk	Taluk	 	 	1398	20.39778234	78.33808899
1400	105	IND	India	20	Maharashtra	376	Yavatmal	1400	Mahagaon	0	 	Taluk	Taluk	 	 	1399	19.83109266	77.74334287
1401	105	IND	India	20	Maharashtra	376	Yavatmal	1401	Maregaon	0	 	Taluk	Taluk	 	 	1400	19.99142278	78.76022288
1402	105	IND	India	20	Maharashtra	376	Yavatmal	1402	Ner	0	 	Taluk	Taluk	 	 	1401	20.43511256	77.87874116
1403	105	IND	India	20	Maharashtra	376	Yavatmal	1403	Pandharkawada	0	 	Taluk	Taluk	 	 	1402	20.00801741	78.51588142
1404	105	IND	India	20	Maharashtra	376	Yavatmal	1404	Pusad	0	 	Taluk	Taluk	 	 	1403	19.9110255	77.47098784
1405	105	IND	India	20	Maharashtra	376	Yavatmal	1405	Ralegaon	0	 	Taluk	Taluk	 	 	1404	20.30510575	78.59444298
1406	105	IND	India	20	Maharashtra	376	Yavatmal	1406	Umarkhed	0	 	Taluk	Taluk	 	 	1405	19.59672421	77.86546978
1407	105	IND	India	20	Maharashtra	376	Yavatmal	1407	Wani	0	 	Taluk	Taluk	 	 	1406	19.96897162	78.96387039
1408	105	IND	India	20	Maharashtra	376	Yavatmal	1408	Yavatmal	0	 	Taluk	Taluk	 	 	1407	20.28327441	78.14659952
1409	105	IND	India	21	Manipur	377	Bishnupur	1409	Bishnupur	0	 	Taluk	Taluk	 	 	1408	24.61167848	93.76696587
1410	105	IND	India	21	Manipur	377	Bishnupur	1410	Moirang	0	 	Taluk	Taluk	 	 	1409	24.47395476	93.79768372
1411	105	IND	India	21	Manipur	378	Chandel	1411	Chakpikarong	0	 	Taluk	Taluk	 	 	1410	24.05906609	94.00126319
1412	105	IND	India	21	Manipur	378	Chandel	1412	Chandel	0	 	Taluk	Taluk	 	 	1411	24.30097079	94.04356075
1413	105	IND	India	21	Manipur	378	Chandel	1413	Tengnoupal	0	 	Taluk	Taluk	 	 	1412	24.41911814	94.22716409
1414	105	IND	India	21	Manipur	379	Churachandpur	1414	Churachandpur	0	 	Taluk	Taluk	 	 	1413	24.29849285	93.72661972
1415	105	IND	India	21	Manipur	379	Churachandpur	1415	Henglep	0	 	Taluk	Taluk	 	 	1414	24.45493017	93.53947667
1416	105	IND	India	21	Manipur	379	Churachandpur	1416	Parbung	0	 	Taluk	Taluk	 	 	1415	24.35443704	93.12364607
1417	105	IND	India	21	Manipur	379	Churachandpur	1417	Thanlon	0	 	Taluk	Taluk	 	 	1416	24.30048091	93.31953373
1418	105	IND	India	21	Manipur	379	Churachandpur	1418	Thinghat	0	 	Taluk	Taluk	 	 	1417	24.113448	93.57371882
1419	105	IND	India	21	Manipur	380	Imphal East	1419	n.a. ( 745)	0	 	Taluk	Taluk	 	 	1418	24.83745648	94.01798908
1420	105	IND	India	21	Manipur	380	Imphal East	1420	n.a. ( 765)	0	 	Taluk	Taluk	 	 	1419	24.69419018	93.11800384
1421	105	IND	India	21	Manipur	381	Imphal West	1421	Imphal	0	 	Taluk	Taluk	 	Imphal west i	1420	24.87190497	93.87491997
1422	105	IND	India	21	Manipur	381	Imphal West	1422	n.a. ( 776)	0	 	Taluk	Taluk	 	 	1421	24.65290187	93.83764839
1423	105	IND	India	21	Manipur	382	Senapati	1423	Kangpokpi	0	 	Taluk	Taluk	 	 	1422	25.18273712	93.92847443
1424	105	IND	India	21	Manipur	382	Senapati	1424	Karong	0	 	Taluk	Taluk	 	Tadubi	1423	25.35870956	94.12922287
1425	105	IND	India	21	Manipur	382	Senapati	1425	Saikul	0	 	Taluk	Taluk	 	 	1424	24.96576707	94.07606571
1426	105	IND	India	21	Manipur	383	Tamenglong	1426	Nungba	0	 	Taluk	Taluk	 	 	1425	24.68086419	93.46019105
1427	105	IND	India	21	Manipur	383	Tamenglong	1427	Tamei	0	 	Taluk	Taluk	 	 	1426	25.21328498	93.74259567
1428	105	IND	India	21	Manipur	383	Tamenglong	1428	Tamenglong	0	 	Taluk	Taluk	 	 	1427	24.94814513	93.57007159
1429	105	IND	India	21	Manipur	383	Tamenglong	1429	Tousem	0	 	Taluk	Taluk	 	 	1428	24.98951295	93.36210026
1430	105	IND	India	21	Manipur	384	Thoubal	1430	Kakching	0	 	Taluk	Taluk	 	 	1429	24.43249989	93.92293846
1431	105	IND	India	21	Manipur	384	Thoubal	1431	Thoubal	0	 	Taluk	Taluk	 	 	1430	24.62037376	94.01457197
1432	105	IND	India	21	Manipur	385	Ukhrul	1432	Chingai	0	 	Taluk	Taluk	 	Ukhrul north	1431	25.3938355	94.50098779
1433	105	IND	India	21	Manipur	385	Ukhrul	1433	Kamjong	0	 	Taluk	Taluk	 	 	1432	24.8980909	94.5557083
1434	105	IND	India	21	Manipur	385	Ukhrul	1434	Kasom Khullen	0	 	Taluk	Taluk	 	 	1433	24.66204383	94.31217459
1435	105	IND	India	21	Manipur	385	Ukhrul	1435	Phungyar	0	 	Taluk	Taluk	 	 	1434	24.84501099	94.32399309
1436	105	IND	India	21	Manipur	385	Ukhrul	1436	Ukhrul	0	 	Taluk	Taluk	 	Ukhrul central	1435	25.11365098	94.37754662
1437	105	IND	India	22	Meghalaya	386	East Garo Hills	1437	Williamnagar	0	 	Taluk	Taluk	 	East garo hills	1436	25.68028352	90.67465464
1438	105	IND	India	22	Meghalaya	387	East Khasi Hills	1438	Shillong	0	 	Taluk	Taluk	 	East khasi hills	1437	25.38553435	91.800972
1439	105	IND	India	22	Meghalaya	388	Jaintia Hills	1439	Jowai	0	 	Taluk	Taluk	 	Jaintia hills	1438	25.37087282	92.38050437
1440	105	IND	India	22	Meghalaya	389	North Garo Hills	1440	Williamnagar	0	 	Taluk	Taluk	 	East garo hills	1439	25.85503531	90.56053543
1441	105	IND	India	22	Meghalaya	390	Ri Bhoi	1441	Ri-Bhoi	0	 	Taluk	Taluk	 	 	1440	25.87518013	91.88741291
1442	105	IND	India	22	Meghalaya	391	South Garo Hills	1442	South Garo Hills	0	 	Taluk	Taluk	 	 	1441	25.30251479	90.59634493
1443	105	IND	India	22	Meghalaya	392	South West Garo Hills	1443	Tura	0	 	Taluk	Taluk	 	West garo hills	1442	25.4538145	89.94024925
1444	105	IND	India	22	Meghalaya	393	South West Khasi Hills	1444	Nongstoin	0	 	Taluk	Taluk	 	West khasi hills	1443	25.32247343	91.25025297
1445	105	IND	India	22	Meghalaya	394	West Garo Hills	1445	Tura	0	 	Taluk	Taluk	 	West garo hills	1444	25.60329634	90.18060004
1446	105	IND	India	22	Meghalaya	394	West Garo Hills	1446	Williamnagar	0	 	Taluk	Taluk	 	East garo hills	1445	25.94461726	90.25956345
1447	105	IND	India	22	Meghalaya	395	West Khasi Hills	1447	Nongstoin	0	 	Taluk	Taluk	 	West khasi hills	1446	25.60271193	91.26107581
1448	105	IND	India	23	Mizoram	396	Aizawl	1448	Aizawl	0	 	Taluk	Taluk	 	 	1447	23.83655634	92.88807365
1449	105	IND	India	23	Mizoram	397	Champhai	1449	Champhai	0	 	Taluk	Taluk	 	 	1448	23.54023743	93.23731282
1450	105	IND	India	23	Mizoram	398	Kolasib	1450	Kolasib	0	 	Taluk	Taluk	 	 	1449	24.20056239	92.72764522
1451	105	IND	India	23	Mizoram	399	Lawangtlai	1451	Chawngte	0	 	Taluk	Taluk	 	 	1450	22.41947449	92.60072408
1452	105	IND	India	23	Mizoram	399	Lawangtlai	1452	Lawngtlai	0	 	Taluk	Taluk	 	 	1451	22.37000266	92.76987205
1453	105	IND	India	23	Mizoram	400	Lunglei	1453	Lunglei	0	 	Taluk	Taluk	 	 	1452	22.92976012	92.89827405
1454	105	IND	India	23	Mizoram	400	Lunglei	1454	Tlabung	0	 	Taluk	Taluk	 	 	1453	23.00965607	92.58408675
1455	105	IND	India	23	Mizoram	401	Mamit	1455	Mamit	0	 	Taluk	Taluk	 	 	1454	23.75507525	92.46779605
1456	105	IND	India	23	Mizoram	402	Saiha	1456	Saiha	0	 	Taluk	Taluk	 	 	1455	22.44341768	93.01810837
1457	105	IND	India	23	Mizoram	403	Serchhip	1457	Aizawl	0	 	Taluk	Taluk	 	 	1456	23.34869269	92.93749618
1458	105	IND	India	24	Nagaland	404	Dimapur	1458	Henima	0	 	Taluk	Taluk	 	Kohima	1457	25.76773627	93.89246941
1459	105	IND	India	24	Nagaland	405	Kiphire	1459	Tuensang	0	 	Taluk	Taluk	 	 	1458	25.84855007	94.82571786
1460	105	IND	India	24	Nagaland	406	Kohima	1460	Henima	0	 	Taluk	Taluk	 	Kohima	1459	25.76701194	94.10649881
1461	105	IND	India	24	Nagaland	407	Longleng	1461	Tuensang	0	 	Taluk	Taluk	 	 	1460	26.55489273	94.80286426
1462	105	IND	India	24	Nagaland	408	Mokokchung	1462	Mokokchung	0	 	Taluk	Taluk	 	 	1461	26.47710622	94.53166014
1463	105	IND	India	24	Nagaland	409	Mon	1463	Mon	0	 	Taluk	Taluk	 	 	1462	26.68463757	95.02184913
1464	105	IND	India	24	Nagaland	410	Peren	1464	Henima	0	 	Taluk	Taluk	 	Kohima	1463	25.49784815	93.61724358
1465	105	IND	India	24	Nagaland	411	Phek	1465	Phek	0	 	Taluk	Taluk	 	 	1464	25.67178941	94.36885262
1466	105	IND	India	24	Nagaland	412	Tuensang	1466	Tuensang	0	 	Taluk	Taluk	 	 	1465	26.17328255	94.88852417
1467	105	IND	India	24	Nagaland	413	Wokha	1467	Wokha	0	 	Taluk	Taluk	 	 	1466	26.18961382	94.19261077
1468	105	IND	India	24	Nagaland	414	Zunheboto	1468	Zunheboto	0	 	Taluk	Taluk	 	 	1467	26.00832708	94.48657926
1469	105	IND	India	25	NCT of Delhi	415	West	1469	Delhi	0	 	Taluk	Taluk	 	 	1468	28.64651897	77.10897953
1470	105	IND	India	26	Odisha	416	Anugul	1470	Anugul	0	 	Taluk	Taluk	 	 	1469	20.83132277	84.93704872
1471	105	IND	India	26	Odisha	416	Anugul	1471	Athamallik	0	 	Taluk	Taluk	 	 	1470	20.86857304	84.57417682
1472	105	IND	India	26	Odisha	416	Anugul	1472	Pala Laharha	0	 	Taluk	Taluk	 	 	1471	21.37009157	85.19550683
1473	105	IND	India	26	Odisha	416	Anugul	1473	Talcher	0	 	Taluk	Taluk	 	 	1472	21.083343	85.08917272
1474	105	IND	India	26	Odisha	417	Balangir	1474	Balangir	0	 	Taluk	Taluk	 	 	1473	20.7048751	83.4424334
1475	105	IND	India	26	Odisha	417	Balangir	1475	Patnagarh	0	 	Taluk	Taluk	 	 	1474	20.71052762	82.99110881
1476	105	IND	India	26	Odisha	417	Balangir	1476	Titlagarh	0	 	Taluk	Taluk	 	 	1475	20.33471942	83.06206131
1477	105	IND	India	26	Odisha	418	Baleshwar	1477	Baleshwar	0	 	Taluk	Taluk	 	 	1476	21.49870508	86.96051242
1478	105	IND	India	26	Odisha	418	Baleshwar	1478	Nilagiri	0	 	Taluk	Taluk	 	 	1477	21.44562147	86.65629454
1479	105	IND	India	26	Odisha	419	Bargarh	1479	Bargarh	0	 	Taluk	Taluk	 	 	1478	21.40062521	83.63805531
1480	105	IND	India	26	Odisha	419	Bargarh	1480	Padmapur	0	 	Taluk	Taluk	 	 	1479	20.98845994	83.09752655
1481	105	IND	India	26	Odisha	420	Bauda	1481	Bauda	0	 	Taluk	Taluk	 	 	1480	20.73601066	84.17735291
